salary_max,created,title,id,salary_is_predicted,description,salary_min,tag,category,area,location,company,contract_type
450.0,2023-08-01T21:34:52Z,Senior Java Développeur (IT),4236480836,0,"Chez EyeTech Solutions, nous recherchons un Senior Java Développeur talentueux et passionné, ayant une expérience en conception et développement de logiciels pour des environnements distribués, en tirant parti des microservices et de l'architecture cloud. Le candidat idéal aura une solide compréhension des motifs de conception asynchrones et axés sur les événements, des environnements AWS et des méthodologies agiles. En tant que Senior Java Développeur, vous serez responsable de concevoir et dé…",350.0,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris', '9ème Arrondissement']","9ème Arrondissement, Paris",EYETECH SOLUTIONS,contract
46000.0,2023-08-05T06:06:49Z,Expert Fonctionnel SIRH et Gta H/F,4243883229,0,"Page Personnel Ressources Humaines dispose d'une solide expérience pour accompagner ses clients dans leurs prochains recrutements de Techniciens, d'Agents de Maîtrise et de cadres de premier niveau. Nous intervenons dans tous les secteurs d'activité, pour tous types d'entreprises et nos principaux recrutements concernent des postes de Gestionnaire de Paie, d'Assistant RH, de Chargé de Recrutement. Nous recherchons pour notre client un Expert Fonctionnel SIRH et GTA. Poste basé sur la commune de…",42000.0,it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Limonest']","Limonest, Lyon",Page Personnel,
80000.0,2023-07-14T08:23:44Z,Architecte OMS,4205077956,0,"France / Freelance / Paris / Architecte / OMS / E-commerce / Salesforce Je recherche actuellement un Architecte sur la partie OMS pour une mission en Ile de France. Des connaissances Salesforce et/ou e-commerce sont un plus mais le besoin est sur la partie OMS Description : vous êtes le garant des solutions techniques, point de contact privilégié pour toute nouvelle conception ou intégration d'un nouveau service. L'architecte IT digital est le pivot entre les équipes projets agiles et l'équipe …",60000.0,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France",Lawrence Harvey Search & Selection,
,2023-07-21T06:24:48Z,Developpeur C# H/F,4216197364,0,"Description entreprise : Rejoindre AKANEA, c'est rejoindre une entreprise de 250 salariés, filiale du groupe ISAGRI, avec un ambitieux projet de croissance, acteur majeur de ses marchés équipant de très belles références avec une large gamme innovante et fiable. C'est aussi intégrer une entreprise certifiée Great Place to Work, autrement dit où il fait bon travailler avec les valeurs humaines comme élément clé de sa réussite (10% de croissance/an). L'équipe dynamique et joviale d'AKANEA vous at…",,it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Limonest']","Limonest, Lyon",Akanea Développement,
60000.0,2023-06-28T01:09:13Z,Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€,4173965784,0,"Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€ Head Hunter / Manager(euse) de l'équipe tech de notre bureau de Bordeaux - 60/80 k€ Offre publiée le 10-09-2021. Bordeaux Fonction Directeur de clientele Taille entreprise de 11 à 20 Teletravail partiel Expérience 6 à 10 ans Expérience Plus de 10 ans Nous recrutons l es équipes de la French Tech (Blablacar, Sézane, Getaround, Payfit, ) et construisons le cabinet de chasse référent dans le recrutement des talents…",40000.0,it-jobs,Emplois Informatique,"['France', 'Nouvelle-Aquitaine', 'Gironde', 'Bordeaux']","Bordeaux, Gironde",Data Recrutement,
80000.0,2023-08-05T11:28:42Z,Chef de Projets MOA D365 F&O TMS - Client Final - Déploiement ERP International H/F,4244208360,0,"Chef de Projets MOA D365 F&O TMS - Client Final - Déploiement ERP International H/F Leader de la distribution de produits pharmaceutiques à l'étranger ERP - Dynamics - 365 - F&O - WMS/TMS - International - Déploiement Notre client est le leader de la distribution de produits pharmaceutiques à l'étranger. Dans le cadre d'un projet d'envergure de changement d'ERP, le client recherche un Chef Projets MOA MS Dynamics 365 F&O qui interviendra sur la partie TMS, dans le paramétrage et le déploiement …",60000.0,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Hauts-de-Seine', 'Boulogne-Billancourt']","Boulogne-Billancourt, Hauts-de-Seine",Michael Page ,
,2023-07-11T07:57:58Z,Analyste Developpeur Mainframe H/F,4199602268,0,"HN est une Entreprise de Services Numériques fondée en 1983, composée de plus de 1650 collaborateurs. Nous accompagnons nos clients, des groupes institutionnels diversifiés (banque, assurance, distribution, industrie, services), dans l'évolution permanente de leurs systèmes d'informations. Nous sommes présents en France (Paris, Lille, Nantes & Aix-en-Provence) et à l'international (Bucarest, Madrid, Lisbonne, Luxembourg & New-York) Nos métiers : MOE, BI, MOA, Prod/infra sur plus de 130 clients …",,it-jobs,Emplois Informatique,"['France', 'Ile-de-France']","Ile-de-France, France",HN Services,
60000.0,2023-06-28T01:10:35Z,Ingénieur·e Java Fullstack H/F,4173977913,0,"Vous êtes développeur Java et on vous reconnait pour votre créativité ? Aujourd’hui, vous avez envie d’intégrer une équipe au sein de laquelle vous pourrez apprendre et partager vos connaissances ? Alors, nous avons la mission qu’il vous faut  Nous recherchons un profil Ingénieur Java Fullstack (70% Back et 30% Front) pour rejoindre la DSI de notre client dans le secteur Bancaire. En relation avec le leader technique et le chef de projet fonctionnel, vous prendrez en charge les différents besoi…",40000.0,it-jobs,Emplois Informatique,['France'],France,Attineos,
60000.0,2023-07-21T06:24:00Z,Ingénieur Système Métriques de Performance H/F,4216186504,0,"Qui sommes nous Euro-Information, filiale technologique de Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d'information commun utilisé par le Groupe. Les activités de développement et de production informatique au niveau national et international sont assurées par environ 4000 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes. Première Banque à adop…",35000.0,it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Tassin-la-Demi-Lune']","Tassin-la-Demi-Lune, Lyon",EURO INFORMATION PRODUCTION,
40000.0,2023-08-11T06:45:11Z,Chef de Projet Applicatif H/F,4254633003,0,"Vous voulez intégrer une PME en pleine croissance ? Une équipe dynamique ? Des projets intéressants ? Rejoignez les équipes de notre client partenaire en tant que Chef de projet F/H, votre rôle sera de coordonner le déploiement de la solution logicielle chez les nouveaux clients. Vos responsabilités seront les suivantes : - Réaliser l'analyse et valider la reprise des données en collaboration avec notre référent ""récupération de données"" - Effectuer le paramétrage des solutions - Assurer la for…",35000.0,it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône', 'Lyon', 'Décines-Charpieu']","Décines-Charpieu, Lyon",Groupagora,
60000.0,2023-07-11T19:53:49Z,IT Project Manager (Remote Brazil),4200462848,0,"Job Description Rimini Street, Inc., is a fast-growing global leader delivering unified software support and services. We empower licensees of Oracle, SAP, IBM, Microsoft, Salesforce®, and other cloud and locally hosted enterprise software to extract more value from their investments, advance innovation, create competitive advantage, and fuel growth. With nearly 5000 clients served to date, we are the largest independent, full-stack ERP support and services company. Organizations who rely on ou…",40000.0,it-jobs,Emplois Informatique,['France'],France,"Rimini Street, Inc.",
,2023-07-21T06:23:58Z,Ingenieur Support Applicatif H/F,4216185999,0,"Rôle/Finalité de l'emploi : - Identifier, analyser et corriger les différents incidents signalés par les utilisateurs afin de garantir un service de qualité aux utilisateurs Missions principales : - Identifier les anomalies et proposer des solutions de contournement - Développer des correctifs et les déployer en production - Communiquer et rédiger des comptes rendus à propos des incidents - Animer et participer à la gestion des crises - Mettre à disposition des procédures d'assistance - Partici…",,it-jobs,Emplois Informatique,"['France', 'Normandie', 'Calvados']","Calvados, Normandie",EM Normandie RH,
60000.0,2023-08-01T20:23:11Z,Cloud Architect (F/M/X),4236397989,0,"SKEEPERS is an innovative group that is changing the world of customer experience. With a strong international ambition, SKEEPERS helps brands generate value by and for their customers. With its' one for all platform, SKEEPERS provides brands with a complete solution that allows them to prescriptively activate data collected from customer feedback for marketing purposes. Recognised as a high-growth group, SKEEPERS has already made it into the Next120 ranking one of the most innovative SaaS comp…",40000.0,it-jobs,Emplois Informatique,"['France', ""Provence-Alpes-Côte d'Azur"", 'Bouches-du-Rhône', 'Marseille']","Marseille, Bouches-du-Rhône",SKEEPERS Group,
,2023-07-26T07:18:58Z,Senior Data Scientist H/F,4224120561,0,"About PriceHubble PriceHubble is a PropTech company, set to radically improve the understanding and transparency of real estate markets based on data-driven insights. We aggregate and analyse a wide variety of data, run big data analytics and use state-of-the art machine learning to generate stable and reliable valuations and predictive analytics for the real estate market. We are headquartered in Zürich, with offices in Paris, Berlin, Hamburg, Vienna, Amsterdam and Tokyo. We work on internatio…",,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France",PriceHubble,
65000.0,2023-07-11T07:58:09Z,Architecte Azure H/F,4199606815,0,"Rejoindre UTIGroup, c'est rejoindre une Société à taille humaine qui investit sur l'accompagnement de ses Consultants, et où la prise de décision est rapide. Certifiée ISO 9001/2015, UTIGroup a eu 35 ans en 2021. Solidité et transparence financière (notre société est cotée en Bourse depuis plus de 20 ans Notation ECO-Vadis exceptionnelle (73/100) : niveau PLATINIUM (RSE, éthique, social et achats responsables) UTIGroup respecte les textes internationaux, européens et la législation Française en…",55000.0,it-jobs,Emplois Informatique,"['France', 'Auvergne-Rhône-Alpes', 'Rhône']","Rhône, Auvergne-Rhône-Alpes",Utigroup,
50000.0,2023-07-29T06:03:29Z,Product Owner Responsable d'Applications H/F,4230218069,0,"CNAM Participez à la performance et la qualité d'un système d'information de tout premier plan en France voire en Europe : 60 millions de bénéficiaires,  de 1500 informaticiens, 1 milliard de feuilles de soin électroniques par an, 80.000 utilisateurs, le site Ameli est le 3ème site internet de service public consulté avec des télé services pour les assurés, les professionnels de santé et les entreprises, une capacité de stockage des données de plus de 500 To Au sein de la DDSI, la direction du …",40000.0,it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Maine-et-Loire', 'Angers', 'Angers-Est']","Angers-Est, Angers",Lasecurecrute.fr,
60000.0,2023-06-28T01:09:56Z,".Net Core Developer for IT Company in SURAT,GUJARAT",4173973442,0,".Net Core Developer for IT Company in SURAT,GUJARAT Work Experience: 2.0 Year(s) To 5.0 Year(s) Function: IT Software- Application Programming / Maintenance Industry: IT-Software/Software Services Responsibilities: • Translate application storyboards and use cases into functional applications. • Design, build and maintain efficient, reusable, and reliable code. • Integrate data storage solutions. • Participate in requirements analysis. • Collaborate with internal teams to produce software desig…",40000.0,it-jobs,Emplois Informatique,['France'],France,Apt Resources Private Limited,
,2023-07-26T07:19:01Z,Développeur Fullstack - Nantes H/F,4224121031,0,"Fondée en 1969, Cegedim est une entreprise innovante de technologies et de services spécialisée dans la gestion des flux numériques de l'écosystème santé et BtoB, ainsi que dans la conception de logiciels métiers destinés aux professionnels de santé et de l'assurance. Cegedim compte plus de 6000 collaborateurs dans plus de 10 pays et a réalisé un chiffre d'affaires de 555, 6 millions d'Euros en 2022. Cegedim est 6ème du truffle 100 en 2022 : https://www.truffle100.fr/2022.html et 9ème du top 25…",,it-jobs,Emplois Informatique,"['France', 'Pays de la Loire', 'Loire-Atlantique', 'Nantes', 'Rezé']","Rezé, Nantes",Cegedim,
60000.0,2023-08-05T12:30:19Z,IT-Administrator:in & User Support (m/w/d),4244333764,0,"Deine Tätigkeit Eigenverantwortliche Betreuung der BAUR IT Hard- & Software als Administrator:in Betreuung von Netzwerken, Windows Server- und Client-Systemen, Drucker sowie Windows-Betriebssystemen und Office-Standard-Programmen First-Level-Support für Mitarbeiter:innen Aktive Beteiligung an IT-Projekten Dein Profil Abgeschlossenes Informatikstudium Erste einschlägige Berufserfahrung von Vorteil Gute Englischkenntnisse Selbstständige und genaue Arbeitsweise Zuverlässige und kommunikative Persö…",40000.0,it-jobs,Emplois Informatique,['France'],France,Oehweb,
45000.0,2023-08-12T18:25:13Z,Développeurs Front Angular H/F,4257091355,0,"Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise. Les consultants du Département Informatique & Télécoms vous proposent des opportunités de carrière. Nous recherchons pour le compte de notre client un développeur FRONT END ANGULAR F/H en CDI. En méthode Agile, vous intégrer une équipe d'experts qui interviennent et propose une expertise en développement front end, mobile dans un environnement angular. L'entreprise dispose d'un vernis te…",40000.0,it-jobs,Emplois Informatique,"['France', 'Occitanie', 'Hérault', 'Montpellier', 'Montpellier 8e Canton']","Montpellier 8e Canton, Montpellier",Expectra,
,2023-07-20T07:53:23Z,Développeur Full Stack H/F,4214433693,0,"Additi assure le développement des activités pub et numériques du Groupe Ouest France. Notre entreprise 100% Made in Breizh réunit plus de 700 collaborateurs et fédère les savoir-faire de différents sites d'annonces, régies publicitaires, radios, affichages et agence conseil. Tu es attiré.e par le monde des médias, de la pub et du numérique ? Nous recherchons notre futur·e développeur.se Fullstack H/F Tu intégreras la Business Unit Ouest France Emploi qui commercialise nos solutions SaaS de rec…",,it-jobs,Emplois Informatique,"['France', 'Bretagne', 'Ille-et-Vilaine']","Ille-et-Vilaine, Bretagne",Additi,
,2023-08-05T06:06:47Z,Technicien des Systèmes Information et Télécommunication H/F,4243883144,0,"Et si on vous proposait de faire le tour du monde ? Rejoignez la Marine Nationale et découvrez nos forces navales, aéronautiques navales et sous-marines ? En mer comme à terre, c'est toute une expertise?qui s'offre à vous.?Intégrez un environnement exceptionnel, unique, qui évolue en permanence.? Après une formation?initiale de 4 mois pour accéder au grade d'Officier marinier, vous?rejoignez une école de spécialité en vue d'être Technicien Systèmes d'Information et de Communication H/F et ainsi…",,it-jobs,Emplois Informatique,"['France', 'Nouvelle-Aquitaine', 'Pyrénées-Atlantiques']","Pyrénées-Atlantiques, Nouvelle-Aquitaine",Manpower,
750.0,2023-08-10T21:47:57Z,architecte informatique NEXTHINK (IT),4254015883,0,Mise en place de l’infrastructure de monitoring (Nexthink) pour collecter des métriques pertinentes sur des centaines d’activités et de propriétés des postes de travail pour aider l’ensemble des intervenants à cerner un problème de l’infrastructure et y remédier. Mission(s) et Réalisations : Rédaction de DAS (Dossier Architecture de Sécurité) Spécifier et déterminer le système de cotation unique ou multi-cotation selon les profils techniques Analyses sur les échanges avec les responsables appli…,500.0,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Paris']","Paris, Ile-de-France",Groupe Aptenia,contract
,2023-07-21T07:27:59Z,Développeur Full Stack Confirmé Orléans H/F,4216302507,0,Get The Future You Want Envie de changer de carrière et/ou de cadre de vie ? Vous y pensez fortement mais vous n'osez pas franchir le pas ? Et si Orléans était la solution ? Allons faire un petit tour du côté de cette ville tant plébiscitée pour son art de vivre que pour son patrimoine culturel  Orléans est un petit coin de campagne situé à seulement 1h30 de Paris en train. C'est une ville qui présente une très grande richesse historique et patrimoniale (avec sa figure emblématique Jeanne d'Arc…,,it-jobs,Emplois Informatique,"['France', 'Centre', 'Loiret', 'Orléans', 'Saint-Jean-le-Blanc']","Saint-Jean-le-Blanc, Orléans",Capgemini,
80000.0,2023-07-07T08:52:55Z,Ingénieur d'infrastructure d'exploitation Onshore Unix/Linux H/F,4193946215,0,"Crédit Agricole Group Infrastructure Platform, CA-GIP, entité de production informatique du groupe Crédit Agricole recherche un(e) ingénieur d'infrastructure d'exploitation Onshore Unix/Linux. Contexte : Le Socle Open a pour vocation de porter la construction et le maintien en condition opérationnelle des plates-formes technologiques du monde Open en garantissant au quotidien la qualité de service. Il est en charge de l’optimisation technique et économique, en particulier via la mutualisation, …",60000.0,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Yvelines', 'Versailles']","Versailles, Yvelines",Crédit Agricole Group,
,2023-07-25T08:37:21Z,CDI - Ingénieur Dev H/F,4222559440,0,"Qui sont-ils ? Médiamétrie est fière de ses 680 collaborateurs qui contribuent chaque jour à la mesure de l'audience TV, Radio et Internet. Véritable référent dans l'univers des médias, ils réalisent des études médias et accompagnent au quotidien plus de 1000 clients dans leur transformation numérique. Présent depuis 1985 et leader des études médias, ils observent, mesurent et analysent les comportements du public et les tendances du marché : streaming, catch-up, différé, 4 écrans. La connexion…",,it-jobs,Emplois Informatique,"['France', 'Ile-de-France', 'Hauts-de-Seine', 'Nanterre', 'Levallois-Perret']","Levallois-Perret, Nanterre",Médiamétrie,
